var	-5	-4	-3	-2	-1	0	1	2	3	4	5
Variant_011549	3.0	1.0			1.0	5.0		2.0		1.0	
Variant_011550				1.0	1.0	3.0		1.0			
Variant_011551				1.0		2.0	1.0	1.0	1.0	1.0	
Variant_011552			1.0		1.0			1.0			
Variant_011553	2.0		2.0		6.0	25.0	1.0	2.0			
Variant_011554		2.0	1.0			13.0					
Variant_011555			1.0		2.0	11.0	4.0				
Variant_011556	1.0				6.0	21.0	3.0			1.0	
Variant_011557	1.0		1.0	1.0	6.0	4.0		1.0			
Variant_011558		1.0			1.0	1.0		1.0	2.0		
Variant_011559	1.0			1.0		2.0		1.0			
Variant_011560						1.0	1.0				
Variant_011561	1.0	1.0		1.0	5.0	47.0				1.0	
Variant_011562				1.0		8.0					
Variant_011563		1.0			4.0	16.0	1.0			1.0	1.0
Variant_011564					2.0	15.0	1.0				
Variant_011565						5.0				1.0	1.0
Variant_011566	1.0					1.0					
Variant_011568		1.0				3.0	1.0				
Variant_011569	1.0		1.0	1.0	1.0	16.0	1.0	2.0			1.0
Variant_011570		1.0	1.0		2.0	4.0					
Variant_011571						4.0	1.0				
Variant_011572		1.0				1.0					
Variant_011573	2.0		1.0		2.0			1.0			3.0
Variant_011574			1.0		1.0	2.0					
Variant_011575	2.0		1.0		1.0	5.0					
Variant_011576	1.0				2.0						
Variant_011577	2.0	1.0			1.0	14.0					
Variant_011578		1.0			2.0	11.0					1.0
Variant_011579						5.0					
Variant_011580					1.0	8.0					
Variant_011581					2.0	2.0					1.0
Variant_011582						1.0			1.0		
Variant_011583			1.0			2.0					1.0
Variant_011585	4.0	1.0	1.0	2.0	13.0	81.0	3.0	2.0		2.0	3.0
Variant_011586	1.0	1.0		1.0	9.0	88.0	1.0				
Variant_011587	2.0	1.0	1.0	4.0	10.0	68.0	3.0	3.0			
Variant_011588			1.0		9.0	52.0	1.0	1.0		1.0	
Variant_011589					14.0	36.0	2.0	2.0	3.0		1.0
Variant_011590	2.0				3.0	12.0					
Variant_011591				1.0	7.0	6.0	1.0	1.0			1.0
Variant_011592	1.0				7.0	11.0	1.0				
Variant_011593	3.0	1.0		2.0	12.0	107.0	1.0	1.0	2.0	2.0	1.0
Variant_011594	1.0	1.0	1.0	2.0	4.0	52.0				3.0	
Variant_011595	1.0	1.0		4.0	9.0	65.0	1.0	3.0	1.0	2.0	
Variant_011596					4.0	29.0	4.0				
Variant_011597	1.0		2.0		8.0	11.0					
Variant_011598					1.0	5.0					
Variant_011599				3.0	2.0	22.0	1.0			2.0	2.0
Variant_011600						3.0	1.0				
Variant_011601		1.0	1.0		7.0	46.0	1.0	3.0			2.0
Variant_011602	1.0			1.0	9.0	76.0		1.0		1.0	
Variant_011603		1.0			2.0	16.0	1.0	2.0		5.0	
Variant_011604			1.0	2.0	2.0	12.0					
Variant_011605	3.0	3.0			4.0	7.0		4.0			4.0
Variant_011606			1.0	1.0	1.0	1.0					
Variant_011607		1.0		1.0	2.0	6.0				1.0	2.0
Variant_011608			1.0		2.0	6.0					
Variant_011609	1.0		1.0	2.0	2.0	25.0			4.0	1.0	5.0
Variant_011610	1.0		1.0	1.0	2.0	32.0					1.0
Variant_011611	1.0		1.0	1.0	4.0	10.0	2.0			3.0	
Variant_011612						19.0	1.0				2.0
Variant_011613	1.0		1.0	1.0	4.0	7.0		2.0	2.0		4.0
Variant_011614		1.0			2.0	3.0					
Variant_011615					2.0	7.0	2.0				4.0
Variant_011616						2.0		2.0			
Variant_011617	1.0	2.0	1.0	1.0	9.0	49.0	2.0	4.0			1.0
Variant_011618	1.0	1.0	1.0		2.0	37.0					
Variant_011619	2.0	3.0	3.0	1.0	6.0	52.0	2.0	4.0			1.0
Variant_011620					6.0	25.0	3.0	1.0			
Variant_011621		1.0	1.0	1.0	2.0	11.0		1.0	1.0		2.0
Variant_011622	1.0									1.0	
Variant_011623	1.0				3.0	8.0	1.0	2.0		1.0	1.0
Variant_011624					1.0	1.0	2.0				
Variant_011625			1.0		6.0	62.0	1.0		1.0	1.0	1.0
Variant_011626		1.0		1.0	4.0	31.0					
Variant_011627	1.0		1.0			31.0	1.0	1.0			
Variant_011628	2.0		1.0		2.0	7.0					
Variant_011629		1.0			1.0	7.0					
Variant_011630	1.0				1.0	3.0					
Variant_011631					1.0	5.0					
Variant_011632					1.0	2.0	1.0				1.0
Variant_011633					3.0	14.0		1.0	1.0		
Variant_011634						5.0	1.0	1.0			1.0
Variant_011635			2.0			10.0		3.0		3.0	2.0
Variant_011636		1.0			2.0	9.0					
Variant_011637		2.0	1.0		1.0	5.0		4.0			
Variant_011638	1.0		2.0		2.0	4.0		1.0			1.0
Variant_011639						1.0					1.0
Variant_011640	1.0					1.0				1.0	1.0
Variant_011641					4.0	23.0					1.0
Variant_011642			1.0			6.0			1.0		1.0
Variant_011643					1.0	6.0			1.0	1.0	1.0
Variant_011644	1.0					23.0					1.0
Variant_011645	2.0		1.0			5.0					1.0
Variant_011646	1.0					3.0					2.0
Variant_011647						8.0		1.0		2.0	1.0
Variant_011648	1.0		1.0		2.0	4.0					
Variant_011649	3.0	3.0	2.0	3.0	21.0	164.0	5.0	2.0		1.0	1.0
Variant_011650	2.0	1.0		1.0	6.0	67.0	1.0	1.0			
Variant_011651	1.0	1.0	1.0	2.0	11.0	66.0	3.0				
Variant_011652	2.0	2.0		1.0	14.0	49.0	6.0	1.0		2.0	1.0
Variant_011653	1.0	2.0	1.0		24.0	71.0	1.0	1.0	2.0	1.0	1.0
Variant_011654		1.0	1.0		15.0	35.0	2.0	2.0			
Variant_011655		2.0			10.0	17.0	3.0	2.0			
Variant_011656			1.0		5.0	8.0	2.0				
Variant_011657	1.0	1.0	3.0	1.0	7.0	96.0	4.0				1.0
Variant_011658	1.0				5.0	48.0	1.0	1.0			
Variant_011659		2.0	1.0	1.0	4.0	76.0	3.0			1.0	
Variant_011660	1.0	2.0	2.0		2.0	30.0	1.0				
Variant_011661		4.0	2.0	1.0	11.0	46.0	5.0	3.0	1.0	1.0	2.0
Variant_011662			1.0		2.0	19.0	1.0	1.0			
Variant_011663				1.0	1.0	9.0		1.0			4.0
Variant_011664			2.0	2.0	2.0	9.0	2.0	1.0		2.0	2.0
Variant_011665	1.0	1.0	1.0	1.0	7.0	50.0	1.0	2.0	2.0	1.0	
Variant_011666	1.0				5.0	28.0	2.0	3.0			
Variant_011667		1.0		1.0	3.0	36.0	1.0	2.0	1.0	2.0	1.0
Variant_011668				1.0	1.0	15.0	1.0	1.0			1.0
Variant_011669	1.0		2.0	2.0	6.0	10.0	2.0	7.0	1.0		1.0
Variant_011670						3.0					
Variant_011671			1.0	1.0	1.0	11.0	1.0	1.0			2.0
Variant_011672		1.0	1.0		1.0	6.0	1.0	1.0	1.0	1.0	1.0
Variant_011673					4.0	57.0	4.0		1.0		4.0
Variant_011674					1.0	25.0					
Variant_011675					2.0	9.0	4.0		1.0	2.0	1.0
Variant_011676	1.0			1.0	2.0	8.0	1.0			2.0	
Variant_011677			1.0			8.0					1.0
Variant_011678		1.0				1.0					2.0
Variant_011679						2.0	1.0		1.0	1.0	2.0
Variant_011680	1.0	1.0	1.0			2.0		1.0		1.0	1.0
Variant_011681	4.0	1.0	1.0	4.0	5.0	56.0	4.0	1.0			
Variant_011682			1.0			28.0		1.0			
Variant_011683	1.0	1.0	1.0		5.0	23.0	1.0				
Variant_011684			2.0		4.0	25.0	1.0				1.0
Variant_011685	1.0			1.0	4.0	14.0	2.0	3.0			2.0
Variant_011686	1.0										2.0
Variant_011687					5.0	7.0		2.0		1.0	2.0
Variant_011688	1.0			1.0	8.0	1.0	1.0				
Variant_011689	1.0		2.0		4.0	86.0	2.0		1.0	1.0	1.0
Variant_011690					4.0	37.0	1.0		1.0		
Variant_011691		1.0	1.0	1.0	2.0	17.0		1.0			4.0
Variant_011692			1.0		3.0	6.0					
Variant_011693	2.0		2.0		1.0	9.0		1.0	1.0	1.0	3.0
Variant_011694					1.0	13.0		1.0	1.0		1.0
Variant_011695	1.0		4.0		6.0	11.0	1.0	1.0			1.0
Variant_011696	1.0	2.0				4.0				1.0	
Variant_011697	1.0		2.0	1.0	6.0	33.0			2.0		
Variant_011698						4.0					
Variant_011699			1.0		6.0	23.0					3.0
Variant_011700						7.0	2.0			1.0	1.0
Variant_011701	2.0	1.0				17.0	1.0			1.0	2.0
Variant_011702			1.0		3.0	1.0					
Variant_011703			2.0		1.0	1.0	1.0			1.0	
Variant_011705			1.0		2.0	16.0					
Variant_011706	1.0				4.0	25.0				1.0	
Variant_011707	2.0		1.0	1.0	3.0	15.0	1.0				
Variant_011708					1.0	5.0					
Variant_011709	1.0		1.0	1.0	1.0	6.0				2.0	3.0
Variant_011710					1.0	2.0					
Variant_011711	1.0	1.0	1.0			2.0		1.0			2.0
Variant_011712						2.0					
Variant_011713	10.0	2.0	6.0	6.0	50.0	430.0	3.0	29.0	2.0	3.0	1.0
Variant_011714	3.0	2.0	4.0	3.0	19.0	162.0	2.0	4.0	1.0		2.0
Variant_011715	3.0	2.0	8.0	6.0	26.0	178.0	12.0	2.0	1.0	1.0	2.0
Variant_011716	2.0	3.0	5.0	11.0	27.0	172.0	2.0	4.0		2.0	
Variant_011717	2.0	6.0	9.0	2.0	41.0	147.0	2.0	7.0	1.0		2.0
Variant_011718	1.0	3.0		2.0	20.0	48.0		1.0	1.0		
Variant_011719	2.0	1.0	4.0	1.0	21.0	45.0		1.0		1.0	3.0
Variant_011720	2.0		1.0		11.0	39.0	3.0	1.0		2.0	1.0
Variant_011721		8.0	4.0	3.0	20.0	343.0	4.0	9.0	4.0	3.0	2.0
Variant_011722	1.0	1.0	3.0	1.0	13.0	153.0	2.0			1.0	
Variant_011723		4.0	2.0	1.0	6.0	138.0	8.0		1.0	2.0	3.0
Variant_011724	1.0		2.0	1.0	7.0	97.0	4.0				1.0
Variant_011725	4.0	5.0	4.0	7.0	15.0	146.0	3.0	5.0	1.0	1.0	7.0
Variant_011726	2.0	2.0		2.0	15.0	89.0	3.0	1.0			1.0
Variant_011727	2.0	2.0	3.0	3.0	3.0	22.0	4.0	4.0	1.0	5.0	4.0
Variant_011728		2.0	1.0	2.0	7.0	29.0	4.0			1.0	
Variant_011729	1.0	4.0	5.0	2.0	12.0	167.0	2.0	19.0	8.0	2.0	4.0
Variant_011730	3.0			1.0	11.0	97.0	1.0			1.0	
Variant_011731		1.0	2.0	1.0	7.0	53.0	4.0	3.0		2.0	3.0
Variant_011732	1.0		1.0	2.0	10.0	62.0	6.0			1.0	1.0
Variant_011733		2.0	2.0	2.0	8.0	35.0		10.0	2.0	1.0	1.0
Variant_011734		1.0	2.0	1.0	3.0	8.0	1.0	1.0		2.0	4.0
Variant_011735			2.0		3.0	17.0		3.0			3.0
Variant_011736	1.0	3.0	2.0	1.0	4.0	6.0	1.0	3.0	1.0	1.0	1.0
Variant_011737	1.0	2.0	6.0	3.0	21.0	162.0	6.0	6.0		4.0	1.0
Variant_011738	1.0	2.0		5.0	5.0	56.0			1.0	2.0	
Variant_011739	3.0	1.0	2.0	2.0	5.0	28.0	3.0			1.0	2.0
Variant_011740			1.0		7.0	39.0	2.0		1.0	1.0	4.0
Variant_011741		2.0	3.0	1.0	6.0	26.0		3.0		1.0	6.0
Variant_011742				2.0		21.0					
Variant_011743	2.0		4.0		5.0	15.0		2.0	2.0	5.0	8.0
Variant_011744		1.0	1.0		1.0	2.0		1.0			3.0
Variant_011745	3.0	2.0	5.0		34.0	207.0	4.0	7.0	2.0		4.0
Variant_011746	3.0	1.0	1.0	2.0	10.0	139.0	2.0			2.0	1.0
Variant_011747	1.0	1.0	3.0	2.0	13.0	63.0	6.0	1.0			3.0
Variant_011748			2.0	1.0	10.0	75.0	3.0			1.0	
Variant_011749		1.0	3.0	2.0	13.0	49.0	1.0	18.0		2.0	3.0
Variant_011750					9.0	9.0					
Variant_011751		1.0	1.0	1.0	8.0	8.0	3.0	3.0		5.0	8.0
Variant_011752	1.0	1.0	3.0	1.0	12.0	7.0	5.0	1.0			
Variant_011753		1.0		2.0	17.0	160.0	3.0		3.0	4.0	4.0
Variant_011754				4.0	5.0	55.0			1.0	1.0	
Variant_011755		1.0	2.0	1.0	8.0	56.0	2.0				6.0
Variant_011756	3.0			1.0	4.0	56.0					1.0
Variant_011757	2.0	1.0	1.0	3.0	3.0	19.0		1.0	3.0	1.0	6.0
Variant_011758		1.0		1.0	2.0	27.0	1.0	1.0	1.0		
Variant_011759	2.0		1.0		4.0	13.0				5.0	2.0
Variant_011760			2.0		1.0	3.0	1.0				
Variant_011761	3.0	3.0	6.0	2.0	9.0	61.0		6.0	3.0	1.0	3.0
Variant_011762			2.0		4.0	47.0	1.0	2.0			3.0
Variant_011763			3.0	2.0	1.0	19.0	2.0			2.0	2.0
Variant_011764					2.0	18.0	2.0	1.0			1.0
Variant_011765	2.0	1.0	2.0		6.0	17.0	1.0	2.0		1.0	2.0
Variant_011766	1.0	1.0			2.0	5.0					
Variant_011767			2.0	2.0	3.0	7.0	2.0	3.0			4.0
Variant_011768		1.0	1.0		7.0	8.0	2.0		1.0	1.0	
Variant_011769	3.0	1.0	1.0	1.0	8.0	103.0		3.0			3.0
Variant_011770		1.0			3.0	30.0	1.0				2.0
Variant_011771	1.0		2.0		8.0	43.0	1.0			4.0	5.0
Variant_011772	1.0	1.0	1.0		1.0	12.0					
Variant_011773		1.0	1.0	1.0	4.0	17.0	1.0				5.0
Variant_011774	2.0		1.0	2.0		7.0					
Variant_011775	1.0	1.0					1.0			1.0	1.0
Variant_011776						5.0	2.0	1.0			
Variant_011777	3.0	2.0			13.0	114.0	1.0	3.0		2.0	3.0
Variant_011778	1.0	2.0	1.0		9.0	72.0	3.0			2.0	
Variant_011779	3.0	1.0		2.0	21.0	74.0	5.0	1.0			1.0
Variant_011780	1.0		1.0		7.0	34.0	4.0		1.0	1.0	1.0
Variant_011781	1.0				10.0	38.0	1.0				1.0
Variant_011782		1.0	1.0		6.0	17.0					
Variant_011783				2.0	7.0	22.0	8.0	1.0			1.0
Variant_011784			1.0		11.0	14.0	3.0	2.0			
Variant_011785	2.0			1.0	5.0	52.0	2.0				1.0
Variant_011786	3.0				1.0	28.0	1.0	1.0			
Variant_011787		2.0	1.0		2.0	28.0	1.0				1.0
Variant_011788				2.0	4.0	24.0	2.0				
Variant_011789	1.0	1.0	1.0	1.0	4.0	19.0		2.0	1.0	1.0	
Variant_011790				2.0		10.0					
Variant_011791				1.0	1.0	9.0	2.0	1.0			1.0
Variant_011792	1.0				1.0	8.0		1.0			
Variant_011793			1.0	1.0	3.0	33.0	4.0	3.0			
Variant_011794		2.0			3.0	13.0					
Variant_011795		1.0	1.0	1.0	5.0	19.0	1.0				1.0
Variant_011796					1.0	2.0					
Variant_011797	2.0			2.0	4.0	15.0	1.0	1.0	1.0		1.0
Variant_011798	1.0	1.0		1.0	5.0	10.0	1.0				
Variant_011799	1.0		1.0		3.0	6.0	7.0	1.0			
Variant_011800		1.0	3.0		7.0	7.0	1.0	2.0			
Variant_011801		1.0	3.0	2.0	6.0	15.0	1.0		3.0		2.0
Variant_011802						14.0					
Variant_011803				1.0	2.0	6.0	1.0	2.0			3.0
Variant_011804		1.0			1.0	3.0	1.0				
Variant_011805			1.0			12.0			1.0		2.0
Variant_011806			2.0				1.0				1.0
Variant_011807					1.0	10.0	1.0				1.0
Variant_011808			1.0	1.0	1.0	2.0					3.0
Variant_011809			1.0		3.0	58.0	1.0	3.0	3.0		2.0
Variant_011810	2.0			1.0	5.0	16.0				1.0	
Variant_011811					3.0	16.0					1.0
Variant_011812					4.0	12.0					
Variant_011813	1.0		2.0	1.0	4.0	33.0	1.0	2.0		1.0	1.0
Variant_011814					2.0	10.0					
Variant_011815					1.0	11.0	2.0		1.0		
Variant_011816			2.0	1.0	2.0	6.0	1.0	2.0			
Variant_011817					3.0	12.0	1.0	1.0			1.0
Variant_011818						1.0			1.0		1.0
Variant_011819						4.0	1.0			1.0	1.0
Variant_011820		3.0			1.0	8.0	1.0			1.0	
Variant_011821	2.0				2.0	6.0			1.0		
Variant_011822						1.0					
Variant_011823		1.0				2.0					
Variant_011824			1.0		1.0	3.0					
Variant_011825	2.0		2.0		1.0	12.0		1.0			
Variant_011826						2.0					
Variant_011827			1.0			8.0	1.0	1.0			
Variant_011828			1.0			10.0				1.0	
Variant_011829		1.0		1.0	2.0	12.0	1.0				2.0
Variant_011830			2.0		2.0	7.0					
Variant_011831			1.0		1.0	3.0	3.0				
Variant_011832			2.0		1.0	3.0					
Variant_011833	1.0					3.0					1.0
Variant_011834	1.0					3.0					1.0
Variant_011835		1.0		1.0	2.0	9.0	1.0			1.0	
Variant_011836			1.0		1.0	1.0	1.0				
Variant_011837				1.0		3.0				1.0	
Variant_011838						3.0					
Variant_011839				1.0	1.0						
Variant_011841	1.0	3.0	4.0	2.0	20.0	151.0		3.0	1.0	1.0	1.0
Variant_011842	1.0				6.0	49.0					1.0
Variant_011843		2.0	2.0	4.0	50.0	77.0	1.0	5.0			2.0
Variant_011844	2.0	1.0			39.0	51.0					
Variant_011845	5.0	5.0	4.0	1.0	46.0	75.0	2.0	2.0			3.0
Variant_011846	1.0		1.0		9.0	38.0				1.0	
Variant_011847		1.0	2.0	1.0	26.0	33.0	4.0	10.0	1.0	5.0	5.0
Variant_011848	1.0	1.0		1.0	30.0	21.0	2.0				
Variant_011849	1.0	2.0	2.0		6.0	45.0	3.0	1.0	1.0	2.0	2.0
Variant_011850	1.0	2.0	1.0		1.0	21.0				1.0	
Variant_011851			2.0	1.0	8.0	15.0	2.0	1.0		1.0	2.0
Variant_011852		2.0			10.0	16.0					
Variant_011853		2.0		1.0	7.0	21.0		1.0		1.0	3.0
Variant_011854		1.0	1.0		8.0	28.0	3.0	1.0			
Variant_011855		1.0		1.0	8.0	39.0	1.0	16.0	1.0		3.0
Variant_011856				1.0		7.0				1.0	1.0
Variant_011857	2.0	3.0		1.0	7.0	46.0	1.0	2.0	1.0	1.0	2.0
Variant_011858					4.0	16.0					
Variant_011859		1.0			10.0	27.0	3.0	2.0		1.0	
Variant_011860	1.0	1.0	1.0		9.0	20.0					
Variant_011861	1.0		1.0		6.0	19.0				1.0	4.0
Variant_011862		1.0			2.0	11.0				1.0	
Variant_011863				1.0	3.0	8.0	1.0	12.0		1.0	
Variant_011864		1.0	2.0		5.0	4.0	2.0	1.0			
Variant_011865	2.0	3.0			9.0	21.0	1.0		3.0	4.0	5.0
Variant_011866			1.0		3.0	15.0			1.0		2.0
Variant_011867					4.0	16.0		1.0		2.0	4.0
Variant_011868		1.0				3.0	2.0				1.0
Variant_011869	1.0	2.0	2.0			6.0		3.0			1.0
Variant_011870			1.0			2.0					
Variant_011871					1.0	2.0		2.0			
Variant_011872					3.0	4.0					
Variant_011873		1.0			6.0	41.0	1.0	1.0		1.0	
Variant_011874		1.0	2.0	1.0		64.0	1.0			1.0	
Variant_011875			3.0	1.0	7.0	68.0		1.0			2.0
Variant_011876	1.0	1.0			3.0	22.0	1.0	1.0		1.0	
Variant_011877	3.0			1.0	6.0	26.0		2.0	1.0	2.0	1.0
Variant_011878	1.0	2.0	1.0	2.0	3.0	35.0	1.0				3.0
Variant_011879		2.0			8.0	26.0		8.0			2.0
Variant_011880					2.0	16.0	2.0				1.0
Variant_011881		4.0	3.0	1.0		13.0			2.0		1.0
Variant_011882				1.0	2.0	19.0			1.0		
Variant_011883	1.0	2.0	1.0		3.0	11.0				1.0	1.0
Variant_011884			1.0	1.0	2.0	12.0					
Variant_011885		1.0			1.0	6.0		3.0			4.0
Variant_011886	1.0					8.0					
Variant_011887				1.0	1.0	12.0					
Variant_011888					1.0	3.0		1.0			
Variant_011889		1.0			2.0	9.0					
Variant_011890					1.0	6.0		1.0			
Variant_011891	4.0	3.0				26.0		3.0		1.0	2.0
Variant_011892	1.0	1.0	1.0	1.0	1.0	6.0					1.0
Variant_011893				1.0	2.0	6.0	1.0	1.0			
Variant_011894	1.0		1.0		1.0	6.0					1.0
Variant_011895			4.0			7.0		1.0			
Variant_011896				1.0	9.0	15.0	1.0				
Variant_011897			2.0			15.0				2.0	1.0
Variant_011898					1.0	1.0					
Variant_011899			1.0			3.0		1.0			
Variant_011900					1.0	6.0					
Variant_011901		1.0	2.0	1.0		1.0			1.0		3.0
Variant_011903	1.0		2.0		1.0						
Variant_011905	3.0	1.0	7.0	3.0	26.0	204.0	1.0	2.0			
Variant_011906	2.0	2.0			18.0	65.0	2.0	2.0			1.0
Variant_011907	1.0	2.0	4.0		30.0	86.0	7.0	1.0		1.0	
Variant_011908	1.0		2.0	1.0	29.0	95.0	3.0				
Variant_011909	3.0	6.0	5.0	2.0	35.0	134.0	14.0	6.0			
Variant_011910	1.0				14.0	69.0	2.0	8.0	1.0		1.0
Variant_011911	1.0	1.0	1.0		12.0	40.0	1.0	1.0			
Variant_011912		1.0	2.0		10.0	31.0	2.0	1.0			
Variant_011913	1.0	2.0	3.0	1.0	17.0	52.0	1.0	1.0	2.0	1.0	3.0
Variant_011914		1.0	1.0		6.0	49.0			1.0	3.0	1.0
Variant_011915		1.0	1.0	1.0	9.0	16.0	2.0	2.0		1.0	2.0
Variant_011916		1.0			3.0	12.0				1.0	
Variant_011917	3.0		1.0	2.0	7.0	51.0		3.0			1.0
Variant_011918				1.0	4.0	46.0		3.0	1.0		
Variant_011919	2.0		2.0	1.0	5.0	8.0	1.0	1.0			2.0
Variant_011920	1.0	1.0	1.0	1.0	3.0	9.0				1.0	1.0
Variant_011921	1.0	1.0	1.0	1.0	10.0	70.0	1.0	2.0	2.0		2.0
Variant_011922		1.0		2.0	8.0	46.0			1.0		
Variant_011923	2.0	1.0			3.0	23.0		2.0		2.0	3.0
Variant_011924	1.0		3.0		4.0	35.0					1.0
Variant_011925	3.0	3.0	4.0	1.0	3.0	32.0	5.0		1.0		2.0
Variant_011926		1.0				4.0		1.0		1.0	
Variant_011927			1.0	1.0	5.0	11.0	1.0	1.0		3.0	2.0
Variant_011928						5.0		1.0			1.0
Variant_011929	2.0	1.0	4.0			43.0	1.0		3.0	2.0	1.0
Variant_011930						5.0		1.0		1.0	1.0
Variant_011931	1.0		4.0	1.0	7.0	22.0	1.0	2.0		2.0	2.0
Variant_011932					2.0	7.0		1.0		3.0	1.0
Variant_011933		2.0	2.0	1.0	1.0	12.0	1.0			1.0	2.0
Variant_011934	1.0	1.0			2.0	8.0			1.0		1.0
Variant_011935	2.0	1.0			3.0		1.0	1.0			
Variant_011936						1.0					
Variant_011937	2.0	1.0	5.0	1.0	11.0	94.0		3.0	1.0		
Variant_011938		1.0	1.0	1.0	12.0	53.0	1.0	1.0	1.0		
Variant_011939		3.0			2.0	24.0	1.0			2.0	
Variant_011940	1.0		1.0	1.0	8.0	52.0	1.0	1.0			
Variant_011941	1.0	1.0	1.0	1.0	4.0	39.0	2.0	3.0			1.0
Variant_011942				1.0	1.0	12.0					
Variant_011943		2.0	2.0		5.0	25.0	2.0	1.0			1.0
Variant_011944	1.0	1.0			5.0	16.0	4.0			1.0	
Variant_011945				1.0	2.0	22.0	1.0	1.0	2.0		3.0
Variant_011946		1.0	1.0		3.0	23.0					1.0
Variant_011947	2.0				2.0	9.0	1.0	1.0		1.0	
Variant_011948		1.0	1.0		3.0	5.0				2.0	
Variant_011949	2.0	1.0			3.0	14.0	1.0				
Variant_011950					2.0	2.0				1.0	1.0
Variant_011951			1.0		1.0	6.0		2.0			
Variant_011952					1.0	3.0				1.0	1.0
Variant_011953		1.0	2.0		12.0	49.0		4.0		1.0	2.0
Variant_011954					6.0	24.0	1.0			2.0	2.0
Variant_011955					6.0	16.0		1.0		1.0	
Variant_011956	1.0	1.0	1.0		1.0	3.0					
Variant_011957			2.0		3.0	16.0		1.0			
Variant_011958		2.0			1.0	7.0					1.0
Variant_011959			2.0		1.0	3.0		1.0			
Variant_011960					2.0	4.0	1.0			1.0	1.0
Variant_011961					1.0	10.0			1.0		1.0
Variant_011962			1.0		1.0	13.0				1.0	1.0
Variant_011963	1.0	1.0			1.0	6.0					
Variant_011964		1.0	2.0		1.0	3.0	1.0				
Variant_011965				1.0		2.0					
Variant_011966		1.0			1.0	1.0					
Variant_011967		1.0					1.0			1.0	3.0
Variant_011968			1.0		2.0	3.0		3.0			
Variant_011969	3.0	5.0	9.0	13.0	100.0	521.0	4.0	13.0	6.0	2.0	3.0
Variant_011970	3.0	2.0	3.0	3.0	23.0	185.0	4.0		1.0		2.0
Variant_011971	2.0	1.0	3.0		33.0	167.0	2.0	8.0		1.0	
Variant_011972	2.0	4.0	5.0	3.0	66.0	203.0	1.0	2.0		2.0	1.0
Variant_011973	3.0	5.0	4.0	4.0	74.0	294.0	7.0	48.0	3.0	3.0	2.0
Variant_011974	2.0		2.0	4.0	27.0	143.0	4.0				
Variant_011975	2.0	1.0	3.0		29.0	121.0	4.0	3.0		3.0	4.0
Variant_011976		4.0	1.0	1.0	24.0	106.0		1.0		1.0	1.0
Variant_011977	3.0	3.0	4.0	4.0	27.0	120.0		5.0	3.0	1.0	2.0
Variant_011978		2.0	1.0	2.0	19.0	99.0	1.0	1.0			2.0
Variant_011979	2.0	2.0	1.0		18.0	82.0	1.0	4.0		5.0	4.0
Variant_011980	2.0	1.0			15.0	32.0	5.0		1.0	3.0	1.0
Variant_011981	1.0	4.0	3.0	1.0	14.0	138.0	3.0	13.0	3.0	1.0	3.0
Variant_011982	4.0	2.0	2.0		9.0	66.0	1.0		1.0	4.0	2.0
Variant_011983	2.0	1.0		2.0	11.0	44.0	2.0	1.0		3.0	10.0
Variant_011984	1.0		1.0	1.0	7.0	50.0		3.0		4.0	3.0
Variant_011985	2.0		3.0	5.0	26.0	188.0	2.0	5.0	6.0		5.0
Variant_011986	2.0		5.0		14.0	87.0	1.0	1.0	1.0		
Variant_011987		2.0	3.0	1.0	7.0	86.0	3.0	5.0		2.0	4.0
Variant_011988		2.0	2.0		16.0	80.0	1.0	4.0		3.0	5.0
Variant_011989	4.0		3.0	1.0	14.0	68.0	5.0	14.0	3.0	1.0	3.0
Variant_011990	1.0	2.0	1.0	2.0	9.0	49.0				1.0	
Variant_011991		1.0	1.0		7.0	17.0	2.0	5.0		2.0	8.0
Variant_011992		2.0	3.0	1.0	5.0	29.0	2.0				
Variant_011993	9.0	2.0	6.0	2.0	13.0	65.0	3.0	2.0	1.0	1.0	10.0
Variant_011994	1.0	1.0	3.0	1.0	6.0	33.0	2.0	1.0	1.0		1.0
Variant_011995	3.0	3.0	5.0		8.0	17.0	1.0		1.0		
Variant_011996	1.0		1.0	1.0	4.0	21.0	1.0			3.0	2.0
Variant_011997	2.0	3.0	10.0		8.0	26.0	1.0	8.0	3.0	2.0	9.0
Variant_011998		1.0			4.0	6.0					1.0
Variant_011999		1.0	2.0		3.0	11.0				1.0	4.0
Variant_012000	1.0		1.0	1.0	1.0	10.0		2.0			1.0
Variant_012001	8.0	2.0	1.0	9.0	23.0	217.0	3.0	11.0	1.0	1.0	3.0
Variant_012002	1.0		1.0	1.0	3.0	87.0					2.0
Variant_012003	1.0			1.0	20.0	104.0	4.0	1.0		3.0	1.0
Variant_012004	1.0		1.0	4.0	15.0	94.0	2.0				
Variant_012005			5.0	4.0	12.0	140.0		7.0	1.0	2.0	4.0
Variant_012006	2.0	2.0	2.0		11.0	44.0					1.0
Variant_012007	1.0	1.0	3.0	1.0	9.0	72.0	2.0			5.0	5.0
Variant_012008	1.0		2.0		13.0	26.0	1.0			2.0	
Variant_012009		3.0	2.0	2.0	4.0	67.0		1.0	4.0	3.0	2.0
Variant_012010			1.0	1.0	3.0	22.0	1.0		1.0	3.0	
Variant_012011	1.0		5.0		9.0	17.0	3.0			3.0	3.0
Variant_012012			1.0	1.0	4.0	14.0	10.0			1.0	1.0
